FLIGHT_ID,FLIGHT_ID,MONTH,DAY,DAY_OF_WEEK,DEPARTURE_DELAY,TAXI_OUT,DISTANCE,DELAYED,YEAR
201354,201354,2,20,5,-5.0,21.0,892,0,2015
201355,201355,2,17,2,-2.0,21.0,343,0,2015
201356,201356,2,21,6,10.0,13.0,306,0,2015
201357,201357,2,16,1,-5.0,11.0,227,0,2015
201358,201358,2,14,6,-6.0,13.0,260,0,2015
201359,201359,2,18,3,24.0,12.0,994,1,2015
201360,201360,2,9,1,-6.0,22.0,808,0,2015
201361,201361,2,13,5,-6.0,7.0,293,0,2015
201362,201362,2,18,3,16.0,11.0,236,0,2015
201363,201363,2,6,5,79.0,23.0,854,1,2015
201364,201364,2,9,1,-5.0,13.0,1733,0,2015
201365,201365,2,2,1,216.0,12.0,500,1,2015
201366,201366,2,11,3,3.0,24.0,395,0,2015
201367,201367,2,19,4,52.0,17.0,1340,1,2015
201368,201368,2,8,7,-8.0,16.0,500,0,2015
201369,201369,2,13,5,10.0,20.0,1814,0,2015
201370,201370,2,22,7,13.0,13.0,861,0,2015
201371,201371,2,20,5,-3.0,11.0,223,0,2015
201372,201372,2,23,1,6.0,19.0,1475,0,2015
201373,201373,2,16,1,-2.0,13.0,1500,0,2015
201374,201374,2,19,4,0.0,36.0,861,1,2015
201375,201375,2,25,3,2.0,15.0,461,0,2015
201376,201376,2,26,4,47.0,9.0,595,1,2015
201377,201377,2,18,3,-3.0,8.0,674,0,2015
201378,201378,2,27,5,-9.0,6.0,181,0,2015
201379,201379,2,26,4,-9.0,12.0,650,0,2015
201380,201380,2,8,7,8.0,11.0,1390,0,2015
201381,201381,2,18,3,43.0,12.0,992,1,2015
201382,201382,2,12,4,-5.0,11.0,919,0,2015
201383,201383,2,8,7,-1.0,20.0,577,0,2015
201384,201384,2,6,5,-7.0,10.0,541,0,2015
201385,201385,2,28,6,8.0,10.0,216,0,2015
201386,201386,2,28,6,86.0,16.0,1846,1,2015
201387,201387,2,5,4,-6.0,13.0,2349,1,2015
201388,201388,2,8,7,63.0,15.0,421,1,2015
201389,201389,2,3,2,-3.0,10.0,680,0,2015
201390,201390,2,14,6,-6.0,13.0,500,0,2015
201391,201391,2,10,2,-5.0,15.0,224,0,2015
201392,201392,2,25,3,-8.0,16.0,1521,0,2015
201393,201393,2,14,6,13.0,9.0,327,0,2015
201394,201394,2,16,1,48.0,11.0,1674,1,2015
201395,201395,2,20,5,6.0,12.0,304,0,2015
201396,201396,2,20,5,6.0,16.0,1235,0,2015
201397,201397,2,2,1,66.0,18.0,983,1,2015
201398,201398,2,2,1,0.0,46.0,1276,1,2015
201399,201399,2,19,4,1.0,8.0,402,0,2015
201400,201400,2,19,4,68.0,54.0,549,1,2015
201401,201401,2,6,5,23.0,21.0,622,1,2015
201402,201402,2,5,4,-8.0,13.0,594,0,2015
201403,201403,2,20,5,14.0,12.0,383,0,2015
201404,201404,2,23,1,-3.0,12.0,404,0,2015
201405,201405,2,13,5,-1.0,31.0,128,0,2015
201406,201406,2,4,3,-3.0,12.0,248,0,2015
201407,201407,2,8,7,-8.0,8.0,1844,0,2015
201408,201408,2,28,6,13.0,16.0,1535,0,2015
201409,201409,2,8,7,140.0,9.0,1246,1,2015
201410,201410,2,10,2,57.0,17.0,1105,1,2015
201411,201411,2,9,1,-1.0,9.0,1036,0,2015
201412,201412,2,14,6,-5.0,12.0,781,0,2015
201413,201413,2,4,3,-7.0,7.0,451,0,2015
201414,201414,2,20,5,-6.0,20.0,341,0,2015
201415,201415,2,21,6,-3.0,8.0,1090,0,2015
201416,201416,2,8,7,-3.0,14.0,1440,0,2015
201417,201417,2,13,5,25.0,18.0,861,1,2015
201418,201418,2,26,4,115.0,15.0,342,1,2015
201419,201419,2,13,5,5.0,25.0,526,0,2015
201420,201420,2,20,5,-2.0,6.0,456,0,2015
201421,201421,2,3,2,11.0,13.0,160,0,2015
201422,201422,2,28,6,-6.0,9.0,622,0,2015
201423,201423,2,27,5,-6.0,34.0,208,1,2015
201424,201424,2,17,2,-3.0,21.0,253,0,2015
201425,201425,2,23,1,-5.0,8.0,869,0,2015
201426,201426,2,20,5,10.0,17.0,599,0,2015
201427,201427,2,4,3,-6.0,13.0,1117,0,2015
201428,201428,2,8,7,0.0,8.0,480,0,2015
201429,201429,2,2,1,-7.0,27.0,310,0,2015
201430,201430,2,8,7,38.0,19.0,238,1,2015
201431,201431,2,21,6,0.0,12.0,1144,0,2015
201432,201432,2,20,5,-10.0,10.0,184,0,2015
201433,201433,2,2,1,23.0,11.0,670,1,2015
201434,201434,2,24,2,-8.0,15.0,1587,0,2015
201435,201435,2,12,4,-2.0,11.0,895,0,2015
201436,201436,2,13,5,19.0,12.0,259,1,2015
201437,201437,2,19,4,15.0,14.0,1073,1,2015
201438,201438,2,21,6,-9.0,12.0,89,0,2015
201439,201439,2,8,7,-8.0,11.0,240,0,2015
201440,201440,2,21,6,-1.0,16.0,651,0,2015
201441,201441,2,2,1,-7.0,29.0,352,0,2015
201442,201442,2,22,7,14.0,12.0,399,0,2015
201443,201443,2,16,1,-2.0,16.0,679,0,2015
201444,201444,2,23,1,10.0,16.0,452,0,2015
201445,201445,2,11,3,10.0,21.0,1008,0,2015
201446,201446,2,4,3,-1.0,15.0,500,0,2015
201447,201447,2,10,2,0.0,24.0,1005,0,2015
201448,201448,2,25,3,8.0,10.0,305,0,2015
201449,201449,2,4,3,-11.0,10.0,834,0,2015
201450,201450,2,6,5,121.0,16.0,2454,1,2015
201451,201451,2,20,5,0.0,14.0,1623,0,2015
201452,201452,2,6,5,-12.0,16.0,1698,1,2015
201453,201453,2,18,3,11.0,15.0,1892,0,2015
201454,201454,2,24,2,52.0,10.0,1224,1,2015
201455,201455,2,16,1,43.0,30.0,2248,1,2015
201456,201456,2,19,4,1.0,26.0,1476,0,2015
201457,201457,2,13,5,94.0,10.0,481,1,2015
201458,201458,2,27,5,-4.0,14.0,129,0,2015
201459,201459,2,27,5,9.0,25.0,1721,0,2015
201460,201460,2,16,1,9.0,43.0,534,1,2015
201461,201461,2,4,3,12.0,25.0,1096,1,2015
201462,201462,2,23,1,32.0,28.0,1235,1,2015
201463,201463,2,10,2,-2.0,9.0,930,0,2015
201464,201464,2,23,1,-4.0,15.0,86,0,2015
201465,201465,2,18,3,68.0,13.0,2133,1,2015
201466,201466,2,28,6,4.0,22.0,1204,0,2015
201467,201467,2,26,4,-2.0,12.0,580,0,2015
201468,201468,2,21,6,21.0,13.0,631,1,2015
201469,201469,2,6,5,-5.0,9.0,1068,0,2015
201470,201470,2,20,5,-6.0,40.0,603,1,2015
201471,201471,2,21,6,-5.0,13.0,737,0,2015
201472,201472,2,11,3,-6.0,30.0,484,0,2015
201473,201473,2,18,3,-4.0,43.0,1010,1,2015
201474,201474,2,28,6,28.0,11.0,483,1,2015
201475,201475,2,5,4,12.0,10.0,570,1,2015
201476,201476,2,5,4,2.0,15.0,679,1,2015
201477,201477,2,25,3,-3.0,38.0,735,1,2015
201478,201478,2,17,2,-4.0,14.0,1068,0,2015
201479,201479,2,2,1,29.0,12.0,629,1,2015
201480,201480,2,22,7,73.0,34.0,896,1,2015
201481,201481,2,11,3,-4.0,18.0,2586,0,2015
201482,201482,2,24,2,-5.0,25.0,427,0,2015
201483,201483,2,21,6,12.0,15.0,1121,0,2015
201484,201484,2,1,7,-5.0,10.0,456,0,2015
201485,201485,2,2,1,155.0,10.0,74,1,2015
201486,201486,2,2,1,13.0,10.0,1021,0,2015
201487,201487,2,8,7,-8.0,12.0,479,0,2015
201488,201488,2,25,3,-1.0,14.0,163,0,2015
201489,201489,2,14,6,-1.0,16.0,1192,0,2015
201490,201490,2,27,5,-2.0,10.0,453,0,2015
201491,201491,2,2,1,17.0,15.0,406,0,2015
201492,201492,2,2,1,22.0,10.0,589,1,2015
201493,201493,2,28,6,2.0,19.0,359,0,2015
201494,201494,2,25,3,2.0,14.0,224,0,2015
201495,201495,2,6,5,-6.0,8.0,363,0,2015
201496,201496,2,5,4,16.0,28.0,1028,1,2015
201497,201497,2,12,4,-7.0,12.0,1426,0,2015
201498,201498,2,13,5,43.0,19.0,315,1,2015
201499,201499,2,14,6,-9.0,12.0,414,0,2015
201500,201500,2,27,5,-3.0,25.0,1089,0,2015
201501,201501,2,4,3,-6.0,20.0,250,0,2015
201502,201502,2,12,4,4.0,12.0,1726,1,2015
201503,201503,2,18,3,-1.0,13.0,362,0,2015
201504,201504,2,6,5,-8.0,10.0,925,0,2015
201505,201505,2,6,5,-5.0,12.0,814,0,2015
201506,201506,2,9,1,-5.0,24.0,493,0,2015
201507,201507,2,23,1,-1.0,10.0,1590,0,2015
201508,201508,2,13,5,33.0,11.0,651,1,2015
201509,201509,2,26,4,-12.0,11.0,354,0,2015
201510,201510,2,10,2,-8.0,83.0,399,1,2015
201511,201511,2,25,3,23.0,13.0,187,1,2015
201512,201512,2,7,6,-5.0,20.0,402,0,2015
201513,201513,2,9,1,-4.0,21.0,74,0,2015
201514,201514,2,16,1,44.0,8.0,284,1,2015
201515,201515,2,26,4,14.0,7.0,1092,0,2015
201516,201516,2,10,2,-8.0,36.0,419,0,2015
201517,201517,2,22,7,16.0,23.0,1379,1,2015
201518,201518,2,26,4,0.0,31.0,719,1,2015
201519,201519,2,22,7,0.0,12.0,1012,0,2015
201520,201520,2,26,4,16.0,15.0,280,0,2015
201521,201521,2,2,1,-5.0,22.0,626,0,2015
201522,201522,2,1,7,-3.0,13.0,1190,0,2015
201523,201523,2,24,2,-3.0,35.0,642,0,2015
201524,201524,2,23,1,1.0,11.0,377,0,2015
201525,201525,2,23,1,8.0,21.0,728,0,2015
201526,201526,2,3,2,-3.0,17.0,601,0,2015
201527,201527,2,16,1,17.0,19.0,1747,1,2015
201528,201528,2,9,1,6.0,18.0,356,0,2015
201529,201529,2,4,3,-5.0,35.0,317,0,2015
201530,201530,2,4,3,117.0,19.0,425,1,2015
201531,201531,2,19,4,-12.0,9.0,229,0,2015
201532,201532,2,28,6,84.0,19.0,2248,1,2015
201533,201533,2,12,4,-1.0,22.0,304,0,2015
201534,201534,2,18,3,-5.0,39.0,382,0,2015
201535,201535,2,15,7,-10.0,11.0,936,0,2015
201536,201536,2,28,6,7.0,15.0,1773,1,2015
201537,201537,2,23,1,23.0,22.0,516,1,2015
201538,201538,2,15,7,25.0,14.0,337,0,2015
201539,201539,2,3,2,-4.0,13.0,436,0,2015
201540,201540,2,13,5,-6.0,25.0,2586,0,2015
201541,201541,2,4,3,-1.0,8.0,787,0,2015
201542,201542,2,3,2,4.0,7.0,277,0,2015
201543,201543,2,2,1,-4.0,20.0,425,0,2015
201544,201544,2,2,1,11.0,9.0,216,1,2015
201545,201545,2,13,5,-1.0,15.0,337,0,2015
201546,201546,2,14,6,-3.0,10.0,2442,0,2015
201547,201547,2,12,4,7.0,21.0,328,1,2015
201548,201548,2,8,7,-4.0,9.0,435,0,2015
201549,201549,2,14,6,-2.0,10.0,187,0,2015
201550,201550,2,6,5,-13.0,13.0,2845,0,2015
201551,201551,2,8,7,-5.0,10.0,589,0,2015
201552,201552,2,1,7,-4.0,120.0,868,1,2015
201553,201553,2,2,1,72.0,16.0,746,1,2015
201554,201554,2,17,2,108.0,14.0,920,1,2015
201555,201555,2,10,2,-9.0,4.0,31,0,2015
201556,201556,2,20,5,-2.0,19.0,239,0,2015
201557,201557,2,12,4,77.0,11.0,315,1,2015
201558,201558,2,5,4,-5.0,19.0,328,0,2015
201559,201559,2,5,4,2.0,9.0,867,1,2015
201560,201560,2,4,3,-3.0,14.0,1773,0,2015
201561,201561,2,22,7,1.0,31.0,1102,1,2015
201562,201562,2,11,3,-2.0,15.0,1590,0,2015
201563,201563,2,4,3,-10.0,15.0,239,0,2015
201564,201564,2,2,1,-3.0,10.0,602,0,2015
201565,201565,2,23,1,-2.0,11.0,503,0,2015
201566,201566,2,8,7,-2.0,18.0,594,0,2015
201567,201567,2,6,5,3.0,7.0,752,0,2015
201568,201568,2,4,3,-3.0,9.0,390,0,2015
201569,201569,2,3,2,100.0,29.0,408,1,2015
201570,201570,2,25,3,-4.0,10.0,448,0,2015
201571,201571,2,23,1,-4.0,13.0,600,0,2015
201572,201572,2,19,4,4.0,43.0,650,1,2015
201573,201573,2,28,6,-3.0,13.0,983,0,2015
201574,201574,2,6,5,0.0,9.0,1050,0,2015
201575,201575,2,9,1,-1.0,19.0,1947,0,2015
201576,201576,2,11,3,10.0,10.0,1182,0,2015
201577,201577,2,11,3,-14.0,12.0,978,0,2015
201578,201578,2,9,1,3.0,13.0,1090,0,2015
201579,201579,2,12,4,-2.0,20.0,2153,1,2015
201580,201580,2,4,3,5.0,9.0,868,0,2015
201581,201581,2,21,6,-4.0,15.0,2583,0,2015
201582,201582,2,28,6,-11.0,10.0,257,0,2015
201583,201583,2,3,2,20.0,11.0,1126,1,2015
201584,201584,2,4,3,-8.0,20.0,944,0,2015
201585,201585,2,19,4,17.0,9.0,163,0,2015
201586,201586,2,24,2,-2.0,12.0,1023,0,2015
201587,201587,2,18,3,-6.0,25.0,310,0,2015
201588,201588,2,5,4,20.0,11.0,255,1,2015
201589,201589,2,17,2,-3.0,29.0,214,0,2015
201590,201590,2,21,6,4.0,10.0,571,0,2015
201591,201591,2,18,3,-7.0,13.0,985,0,2015
201592,201592,2,19,4,3.0,10.0,805,0,2015
201593,201593,2,3,2,59.0,23.0,187,1,2015
201594,201594,2,17,2,51.0,21.0,679,1,2015
201595,201595,2,3,2,20.0,11.0,1728,0,2015
201596,201596,2,16,1,29.0,35.0,73,1,2015
201597,201597,2,23,1,37.0,10.0,425,1,2015
201598,201598,2,3,2,-4.0,10.0,216,0,2015
201599,201599,2,20,5,17.0,16.0,1773,0,2015
201600,201600,2,21,6,46.0,12.0,1076,1,2015
201601,201601,2,9,1,-2.0,20.0,895,0,2015
201602,201602,2,21,6,25.0,16.0,2116,0,2015
201603,201603,2,25,3,1.0,12.0,1182,0,2015
201604,201604,2,6,5,5.0,11.0,621,0,2015
201605,201605,2,5,4,2.0,22.0,888,0,2015
201606,201606,2,3,2,-6.0,6.0,338,0,2015
201607,201607,2,6,5,-3.0,30.0,1744,0,2015
201608,201608,2,5,4,-12.0,20.0,201,0,2015
201609,201609,2,18,3,-10.0,8.0,421,0,2015
201610,201610,2,2,1,-2.0,12.0,507,0,2015
201611,201611,2,23,1,2.0,12.0,920,0,2015
201612,201612,2,21,6,23.0,7.0,446,1,2015
201613,201613,2,20,5,-5.0,9.0,525,0,2015
201614,201614,2,1,7,-8.0,10.0,1587,0,2015
201615,201615,2,18,3,-1.0,12.0,363,0,2015
201616,201616,2,10,2,-6.0,23.0,216,0,2015
201617,201617,2,1,7,-2.0,18.0,946,0,2015
201618,201618,2,19,4,-3.0,11.0,697,0,2015
201619,201619,2,10,2,-4.0,13.0,647,0,2015
201620,201620,2,9,1,0.0,8.0,846,0,2015
201621,201621,2,16,1,33.0,14.0,337,1,2015
201622,201622,2,10,2,-8.0,14.0,532,0,2015
201623,201623,2,19,4,118.0,16.0,451,1,2015
201624,201624,2,2,1,0.0,25.0,236,0,2015
201625,201625,2,1,7,18.0,81.0,528,1,2015
201626,201626,2,12,4,31.0,17.0,2288,0,2015
201627,201627,2,25,3,1.0,12.0,570,0,2015
201628,201628,2,7,6,4.0,9.0,546,0,2015
201629,201629,2,12,4,0.0,16.0,425,0,2015
201630,201630,2,23,1,-2.0,29.0,725,0,2015
201631,201631,2,20,5,-1.0,29.0,456,0,2015
201632,201632,2,3,2,81.0,12.0,693,1,2015
201633,201633,2,6,5,-8.0,9.0,431,0,2015
201634,201634,2,16,1,12.0,51.0,2565,1,2015
201635,201635,2,13,5,4.0,10.0,909,0,2015
201636,201636,2,22,7,-7.0,12.0,1068,1,2015
201637,201637,2,6,5,-2.0,15.0,270,0,2015
201638,201638,2,3,2,-6.0,11.0,257,0,2015
201639,201639,2,11,3,22.0,24.0,762,0,2015
201640,201640,2,19,4,12.0,9.0,675,0,2015
201641,201641,2,9,1,0.0,18.0,508,0,2015
201642,201642,2,18,3,5.0,23.0,841,0,2015
201643,201643,2,10,2,-3.0,15.0,562,0,2015
201644,201644,2,27,5,-6.0,11.0,1124,0,2015
201645,201645,2,28,6,-3.0,15.0,433,0,2015
201646,201646,2,19,4,-5.0,19.0,695,0,2015
201647,201647,2,20,5,0.0,13.0,417,0,2015
201648,201648,2,3,2,7.0,8.0,775,0,2015
201649,201649,2,11,3,29.0,6.0,669,0,2015
201650,201650,2,19,4,-3.0,51.0,200,1,2015
201651,201651,2,16,1,-10.0,32.0,370,0,2015
201652,201652,2,20,5,72.0,9.0,147,1,2015
201653,201653,2,20,5,-2.0,10.0,1357,0,2015
201654,201654,2,9,1,96.0,9.0,566,1,2015
201655,201655,2,12,4,-4.0,10.0,251,0,2015
201656,201656,2,27,5,69.0,18.0,372,1,2015
201657,201657,2,10,2,-1.0,13.0,1017,0,2015
201658,201658,2,23,1,2.0,12.0,997,0,2015
201659,201659,2,23,1,-3.0,28.0,4502,0,2015
201660,201660,2,1,7,131.0,28.0,651,1,2015
201661,201661,2,2,1,-5.0,12.0,651,0,2015
201662,201662,2,12,4,-4.0,13.0,931,0,2015
201663,201663,2,22,7,31.0,14.0,1005,1,2015
201664,201664,2,3,2,-3.0,10.0,187,0,2015
201665,201665,2,6,5,-17.0,13.0,1066,0,2015
201666,201666,2,16,1,68.0,20.0,1195,1,2015
201667,201667,2,5,4,-2.0,30.0,2475,0,2015
201668,201668,2,27,5,-5.0,8.0,587,0,2015
201669,201669,2,20,5,-7.0,16.0,604,0,2015
201670,201670,2,24,2,-8.0,21.0,451,0,2015
201671,201671,2,18,3,20.0,9.0,631,0,2015
201672,201672,2,19,4,-3.0,15.0,1558,0,2015
201673,201673,2,11,3,15.0,49.0,1183,1,2015
201674,201674,2,23,1,6.0,19.0,2442,0,2015
201675,201675,2,3,2,-12.0,15.0,936,0,2015
201676,201676,2,22,7,7.0,15.0,892,0,2015
201677,201677,2,27,5,-10.0,18.0,1107,0,2015
201678,201678,2,27,5,2.0,16.0,187,0,2015
201679,201679,2,4,3,-6.0,15.0,444,0,2015
201680,201680,2,18,3,-4.0,23.0,505,1,2015
201681,201681,2,16,1,10.0,24.0,144,1,2015
201682,201682,2,11,3,-11.0,11.0,526,0,2015
201683,201683,2,5,4,4.0,16.0,545,0,2015
201684,201684,2,26,4,51.0,11.0,283,1,2015
201685,201685,2,23,1,-6.0,12.0,144,0,2015
201686,201686,2,9,1,-4.0,11.0,1126,0,2015
201687,201687,2,23,1,17.0,24.0,1175,1,2015
201688,201688,2,23,1,5.0,8.0,362,0,2015
201689,201689,2,5,4,69.0,14.0,1892,1,2015
201690,201690,2,22,7,26.0,17.0,599,1,2015
201691,201691,2,20,5,-3.0,11.0,879,0,2015
201692,201692,2,26,4,135.0,17.0,305,1,2015
201693,201693,2,14,6,16.0,21.0,2398,1,2015
201694,201694,2,11,3,1.0,14.0,693,0,2015
201695,201695,2,9,1,-4.0,15.0,562,0,2015
201696,201696,2,5,4,-10.0,13.0,541,0,2015
201697,201697,2,16,1,113.0,10.0,157,1,2015
201698,201698,2,24,2,-4.0,19.0,2248,0,2015
201699,201699,2,27,5,-8.0,10.0,1744,0,2015
201700,201700,2,4,3,12.0,10.0,955,1,2015
201701,201701,2,5,4,3.0,22.0,173,1,2015
201702,201702,2,21,6,-8.0,9.0,1249,1,2015
201703,201703,2,3,2,3.0,9.0,655,0,2015
201704,201704,2,24,2,0.0,13.0,641,0,2015
201705,201705,2,26,4,-5.0,11.0,594,0,2015
201706,201706,2,7,6,36.0,23.0,896,1,2015
201707,201707,2,20,5,37.0,21.0,1139,1,2015
201708,201708,2,18,3,26.0,27.0,642,1,2015
201709,201709,2,15,7,6.0,18.0,205,0,2015
201710,201710,2,28,6,-7.0,16.0,109,0,2015
201711,201711,2,14,6,-3.0,16.0,861,0,2015
201712,201712,2,12,4,11.0,44.0,946,1,2015
201713,201713,2,27,5,-4.0,11.0,399,0,2015
201714,201714,2,20,5,-5.0,20.0,689,0,2015
201715,201715,2,15,7,4.0,43.0,669,0,2015
201716,201716,2,13,5,49.0,12.0,1211,1,2015
201717,201717,2,16,1,41.0,27.0,1947,1,2015
201718,201718,2,26,4,0.0,12.0,616,0,2015
201719,201719,2,10,2,-8.0,9.0,440,0,2015
201720,201720,2,1,7,-4.0,13.0,1189,0,2015
201721,201721,2,5,4,-5.0,16.0,1243,0,2015
201722,201722,2,26,4,0.0,15.0,1481,0,2015
201723,201723,2,17,2,79.0,15.0,2182,1,2015
201724,201724,2,2,1,1.0,89.0,1671,1,2015
201725,201725,2,15,7,-20.0,8.0,744,0,2015
201726,201726,2,19,4,-7.0,12.0,1197,0,2015
201727,201727,2,8,7,-1.0,12.0,1670,0,2015
201728,201728,2,3,2,14.0,15.0,1874,0,2015
201729,201729,2,19,4,11.0,37.0,1237,1,2015
201730,201730,2,12,4,25.0,10.0,563,1,2015
201731,201731,2,9,1,9.0,12.0,547,0,2015
201732,201732,2,21,6,-1.0,12.0,528,0,2015
201733,201733,2,28,6,59.0,9.0,594,1,2015
201734,201734,2,12,4,15.0,9.0,328,0,2015
201735,201735,2,2,1,-4.0,12.0,874,0,2015
201736,201736,2,7,6,-7.0,10.0,179,0,2015
201737,201737,2,13,5,-7.0,10.0,859,0,2015
201738,201738,2,12,4,-3.0,13.0,235,0,2015
201739,201739,2,3,2,-3.0,19.0,1096,0,2015
201740,201740,2,22,7,2.0,10.0,295,0,2015
201741,201741,2,5,4,-4.0,12.0,453,0,2015
201742,201742,2,2,1,23.0,20.0,316,1,2015
201743,201743,2,6,5,7.0,16.0,187,0,2015
201744,201744,2,20,5,-8.0,13.0,300,0,2015
201745,201745,2,5,4,30.0,6.0,86,1,2015
201746,201746,2,16,1,-4.0,16.0,1211,0,2015
201747,201747,2,3,2,32.0,8.0,793,0,2015
201748,201748,2,9,1,-2.0,15.0,295,0,2015
201749,201749,2,27,5,-4.0,16.0,259,0,2015
201750,201750,2,3,2,-3.0,8.0,761,0,2015
201751,201751,2,12,4,-10.0,7.0,213,0,2015
201752,201752,2,8,7,-3.0,15.0,2402,0,2015
201753,201753,2,26,4,-1.0,21.0,1448,0,2015
201754,201754,2,23,1,-4.0,8.0,2704,0,2015
201755,201755,2,25,3,0.0,14.0,2446,0,2015
201756,201756,2,5,4,7.0,24.0,547,1,2015
201757,201757,2,2,1,-1.0,10.0,692,0,2015
201758,201758,2,6,5,9.0,16.0,1243,0,2015
201759,201759,2,27,5,-3.0,13.0,455,1,2015
201760,201760,2,9,1,-2.0,13.0,1050,0,2015
201761,201761,2,10,2,-7.0,10.0,612,0,2015
201762,201762,2,16,1,16.0,12.0,215,1,2015
201763,201763,2,20,5,23.0,8.0,1751,1,2015
201764,201764,2,15,7,-7.0,16.0,948,0,2015
201765,201765,2,19,4,8.0,7.0,895,0,2015
201766,201766,2,18,3,17.0,15.0,882,1,2015
201767,201767,2,25,3,0.0,13.0,925,0,2015
201768,201768,2,17,2,4.0,45.0,1330,1,2015
201769,201769,2,24,2,187.0,9.0,134,1,2015
201770,201770,2,27,5,-2.0,5.0,251,0,2015
201771,201771,2,22,7,123.0,27.0,337,1,2015
201772,201772,2,28,6,36.0,21.0,563,1,2015
201773,201773,2,3,2,-3.0,28.0,1276,0,2015
201774,201774,2,19,4,13.0,8.0,1024,0,2015
201775,201775,2,14,6,0.0,16.0,1197,1,2015
201776,201776,2,13,5,-2.0,15.0,1192,0,2015
201777,201777,2,27,5,-11.0,40.0,419,0,2015
201778,201778,2,23,1,13.0,13.0,2454,0,2015
201779,201779,2,4,3,-4.0,11.0,583,0,2015
201780,201780,2,3,2,2.0,16.0,725,0,2015
201781,201781,2,6,5,-4.0,13.0,226,0,2015
201782,201782,2,25,3,-3.0,17.0,937,0,2015
201783,201783,2,18,3,-3.0,17.0,280,0,2015
201784,201784,2,16,1,55.0,10.0,1117,1,2015
201785,201785,2,25,3,0.0,17.0,641,0,2015
201786,201786,2,5,4,8.0,13.0,1096,0,2015
201787,201787,2,20,5,-6.0,25.0,969,0,2015
201788,201788,2,28,6,-1.0,15.0,432,0,2015
201789,201789,2,11,3,-5.0,11.0,998,0,2015
201790,201790,2,10,2,-4.0,13.0,641,0,2015
201791,201791,2,18,3,27.0,20.0,721,1,2015
201792,201792,2,21,6,-3.0,44.0,273,1,2015
201793,201793,2,6,5,-3.0,14.0,145,0,2015
201794,201794,2,28,6,30.0,18.0,541,1,2015
201795,201795,2,4,3,-6.0,8.0,562,0,2015
201796,201796,2,4,3,-7.0,13.0,759,0,2015
201797,201797,2,14,6,-8.0,6.0,460,0,2015
201798,201798,2,25,3,-8.0,17.0,199,0,2015
201799,201799,2,5,4,12.0,10.0,1546,0,2015
201800,201800,2,20,5,12.0,23.0,853,1,2015
201801,201801,2,7,6,23.0,7.0,140,1,2015
201802,201802,2,15,7,28.0,16.0,1440,1,2015
201803,201803,2,27,5,-8.0,17.0,108,0,2015
201804,201804,2,22,7,34.0,39.0,862,1,2015
201805,201805,2,25,3,4.0,73.0,413,1,2015
201806,201806,2,5,4,93.0,32.0,1671,1,2015
201807,201807,2,13,5,17.0,6.0,314,0,2015
201808,201808,2,2,1,18.0,15.0,258,1,2015
201809,201809,2,4,3,-5.0,13.0,842,0,2015
201810,201810,2,25,3,-3.0,11.0,227,0,2015
201811,201811,2,26,4,22.0,17.0,601,1,2015
201812,201812,2,17,2,-3.0,11.0,908,0,2015
201813,201813,2,25,3,1.0,12.0,482,0,2015
201814,201814,2,18,3,-6.0,17.0,634,0,2015
201815,201815,2,6,5,8.0,14.0,1065,0,2015
201816,201816,2,1,7,40.0,11.0,922,1,2015
201817,201817,2,27,5,-6.0,11.0,937,0,2015
201818,201818,2,8,7,1.0,17.0,761,0,2015
201819,201819,2,3,2,-2.0,11.0,447,0,2015
201820,201820,2,23,1,-2.0,14.0,508,0,2015
201821,201821,2,7,6,0.0,11.0,1931,1,2015
201822,201822,2,15,7,-4.0,15.0,674,0,2015
201823,201823,2,27,5,19.0,17.0,399,1,2015
201824,201824,2,11,3,-1.0,12.0,271,0,2015
201825,201825,2,9,1,0.0,44.0,577,1,2015
201826,201826,2,23,1,14.0,14.0,1069,0,2015
201827,201827,2,10,2,-6.0,12.0,338,0,2015
201828,201828,2,8,7,39.0,12.0,992,0,2015
201829,201829,2,1,7,26.0,12.0,364,1,2015
201830,201830,2,8,7,-5.0,10.0,765,0,2015
201831,201831,2,10,2,-2.0,20.0,230,0,2015
201832,201832,2,28,6,-8.0,26.0,1097,1,2015
201833,201833,2,26,4,-1.0,20.0,317,0,2015
201834,201834,2,27,5,-6.0,16.0,892,0,2015
201835,201835,2,11,3,-2.0,15.0,511,0,2015
201836,201836,2,19,4,-1.0,10.0,871,0,2015
201837,201837,2,10,2,-8.0,34.0,187,1,2015
201838,201838,2,18,3,4.0,15.0,1990,0,2015
201839,201839,2,16,1,0.0,7.0,1521,0,2015
201840,201840,2,21,6,35.0,18.0,1634,1,2015
201841,201841,2,22,7,-8.0,22.0,120,0,2015
201842,201842,2,5,4,11.0,25.0,280,1,2015
201843,201843,2,27,5,-3.0,12.0,106,0,2015
201844,201844,2,19,4,25.0,25.0,414,1,2015
201845,201845,2,20,5,3.0,10.0,618,0,2015
201846,201846,2,28,6,6.0,12.0,1090,0,2015
201847,201847,2,12,4,-1.0,25.0,130,0,2015
201848,201848,2,19,4,163.0,17.0,468,1,2015
201849,201849,2,26,4,-2.0,11.0,143,0,2015
201850,201850,2,25,3,-2.0,17.0,383,1,2015
201851,201851,2,12,4,6.0,16.0,421,0,2015
201852,201852,2,16,1,-1.0,35.0,809,0,2015
201853,201853,2,4,3,-2.0,16.0,1931,0,2015
